"Occurrences","Lexeme","Part of speech","Gloss"
5,"firmus","adjective","fast"
9,"flagello","verb","pisker"
3,"flagellum","noun"," pisk"
6,"flamma","noun","flamme"
2,"flatus","noun","pust"
6,"flecto","verb","bøjer"
1,"Flegon","noun","Flegon"
27,"fleo","verb","græder"
9,"fletus","noun","gråd"
6,"flo","verb","blæser"
5,"fluctus","noun","bølge"
15,"flumen","noun","flod"
1,"fluo","verb","flyder"
2,"fluvius","noun","flod"
3,"fluxus","noun","strømning"
6,"fodio","verb","graver"
1,"foedus","noun","hæslig"
3,"Foenicen","proper_noun","Fønikien"
1,"foeteo","verb","stinker"
6,"folium","noun","blad"
9,"fons","noun","kilde"
3,"foramen","noun","åbning"
27,"foras","adverb","udenfor"
2,"foras","preposition","udenfor"
1,"forensis","adjective","rets-"
27,"foris","adverb","ude"
1,"foris","noun","dør"
9,"forma","noun","form"
1,"formido","verb","gruer"
1,"formo","verb","danner"
1,"fornax","noun","ovn"
1,"fornicaria","noun","skøge"
3,"fornicarius","noun","et utugtigt menneske"
23,"fornicatio","noun","hvælving"
3,"fornicator","noun","horekarl"
8,"fornicor","verb","utugt"
7,"forsitan","adverb","muligvis"
30,"forte","adverb","tilfædigvis; ved et tilfælde"
23,"fortis","adjective","stærk"
1,"fortiter","adverb","modigt"
5,"fortitudo","noun","kraftfuldt"
2,"Fortunatus","proper_noun","Fortunatus"
11,"forum","noun","torv"
5,"fovea","noun","grube"
2,"foveo","verb","varmer"
2,"fractio","noun","brud"
9,"fragmentum","noun","kurv"
23,"frango","verb","bryder"
292,"frater","noun","bror"
2,"fraternitas","noun","broderskab"
4,"fraudo","verb","sviger"
2,"fraus","noun","svig"
4,"fremo","verb","larmer"
1,"frenum","noun","bidsel"
1,"frequens","adjective","sædvanlig"
7,"frequenter","adverb","talrig"
8,"fretum","noun","stræde"
4,"frigidus","adjective","kold"
3,"frigus","noun","kulde"
1,"frons I","noun","løv"
8,"frons II","noun","pande"
1,"fructifer","adjective","frugtbærende"
5,"fructifico","verb","bærer frugt"
67,"fructus","noun","frugt; nytte"
3,"frumentum","noun","korn"
2,"fruor","verb","nyder"
2,"frustra","adverb","forgæves"
1,"frux","noun","kor"
1,"fuga","noun","flugt"
27,"fugio","verb","flygter"
4,"fulgeo","verb","lyner"
1,"fulgor","noun","stråle"
8,"fulgur","noun","lyn"
1,"fullo","noun","valker"
1,"fumigo","verb","ryger"
12,"fumus","noun","røg"
13,"fundamentum","noun","sokel"
2,"fundo","verb","udgyder"
2,"fundo I","verb","anlægger"
3,"fundo II","verb","udgyder"
3,"fungor","verb","fuldender"
1,"funiculus","noun","reb"
1,"funis","noun","reb"
14,"fur","noun","tyv"
2,"furor","noun","raseri"
11,"furor","verb","raseri"
5,"furtum","noun","tyveri"
3,"fustis","noun","knippel"
13,"futurus","adjective","kommende; fremtidig"
1,"Gabbatha","proper_noun","Gabbata"
2,"Gabrihel","proper_noun","Gabriel"
1,"Gad","proper_noun","Gad"
4,"Gaius","proper_noun","Gajus"
1,"Galatae","noun","galater"
3,"Galatia","proper_noun","Galatien"
1,"galaticus","adjective","galatisk"
2,"galea","noun","hjelm"
62,"Galilaea","proper_noun","Galilæa"
11,"Galilaei","noun","galilæere"
1,"Galilaeus","adjective","galilæer"
1,"Gallia","proper_noun","Gallien"
1,"gallica","noun","sandal"
1,"gallina","noun","kylling"
3,"Gallio","proper_noun","Gallio"
13,"gallus","noun","hane"
2,"Gamalihel","proper_noun","Gamaliel"
58,"gaudeo","verb","glæder mig"
50,"gaudium","noun","glæde"
1,"gaza","noun","skat"
1,"Gaza","proper_noun","Gaza"
5,"gazophylacium","noun","tempelblok"
11,"gehenna","noun","Helvede"
2,"gemitus","noun","sukken"
1,"gemo","verb","stønner"
1,"genealogia","noun","stamtavle"
40,"generatio","noun","slægt"
2,"genero","verb","avler; skaber"
4,"genimen","noun","yngel"
1,"Gennesar","proper_noun","Genesaret"
2,"Gennesareth","proper_noun","Genesaret "
146,"gens","noun","folk"
2,"gentilis","adjective","slægt-"
12,"gentilis","noun","slægt-"
1,"gentiliter","adverb","folkeligt"
15,"genu","noun","knæ"
19,"genus","noun","slægt"
4,"Geraseni","noun","gadarener"
1,"germanus","adjective","kødelig"
1,"germino","verb","fremspirer"
4,"gero","verb","gør"
2,"Gethsemani","proper_noun","Getsemane"
44,"gigno","verb","avler"
32,"gladius","noun","sværd"
118,"gloria","noun","hæder"
4,"gloriatio","noun","pralen"
21,"glorifico","verb","priser"
39,"glorior","verb","praler"
1,"gloriose","adverb","berømmeligt"
1,"gloriosus","adjective","berømmelig"
1,"gluttio","verb","sluger"
1,"Gog","proper_noun","Gog"
3,"Golgotha","proper_noun","Golgata"
2,"Gomorra","proper_noun","Gomorra"
1,"Gomorraei","noun","Gomorra"
12,"grabattus","noun","båre"
2,"gradus","noun","trin; skridt"
3,"Graece","adverb","på græsk"
12,"Graeci","noun","grækere"
1,"Graecia","proper_noun","Grækenland"
2,"Graecus","adjective","græsk"
1,"grandis","adjective","stor; høj"
4,"grando","noun","hagl"
7,"granum","noun","kerne"
174,"gratia","noun","nåde"
1,"gratificor","verb","offer"
9,"gratis","adverb","for intet"
1,"gratulatio","noun","lykønskning"
1,"gratus","adjective","yndig"
7,"gravis","adjective","tung"
2,"graviter","adverb","tungt"
9,"gravo","verb","gør tung"
14,"grex","noun","flok"
1,"grossus","noun","frugt"
1,"gubernaculum","noun","skibsror"
1,"gubernatio","noun","ledelse"
2,"gubernator","noun","styrmand; leder"
11,"gusto","verb","smager"
1,"gutta","noun","dråbe"
1,"guttur","noun","strube"
617,"habeo","verb","har"
2,"habitaculum","noun","rum"
4,"habitatio","noun","beboelse"
46,"habito","verb","bor"
1,"habitus","noun","beskaffenhed"
1,"Hadria","proper_noun","Adriaterhavet"
1,"hadrumentinus","adjective","fra Adramyttion"
3,"haedus","noun","kid"
4,"haeresis","noun","lære; skole"
1,"haereticus","adjective","kættersk"
1,"haesitatio","noun","vaklen"
8,"haesito","verb","hænger"
1,"hamus","noun","hage"
9,"harundo","noun","rør"
1,"haud","adverb","ganske ikke"
5,"haurio","verb","opøser"
4,"Hebraei","noun","hebræer"
2,"Hebraeus","adjective","hebraisk"
6,"Hebraice","adverb","på hebræisk"
2,"Hebraicus","adjective","hebræisk"
2,"Heli","foreign_word","Heli"
1,"Heli","proper_noun","Eli"
28,"Helias","proper_noun","Elias"
1,"Heliseus","proper_noun","Elisa"
1,"Helmadam","proper_noun","Elmadam"
2,"Heloi","foreign_word","Heloi"
1,"Her","proper_noun","Er"
2,"herba","noun","urt"
10,"hereditas","noun","arveret "
12,"heres","noun","arving "
2,"heri","adverb","i går"
1,"Hermagedon","proper_noun","Harmagedon"
2,"Hermes","proper_noun","Hermes"
43,"Herodes","proper_noun","Herodes"
3,"Herodiani","noun","herodianer"
6,"Herodias","proper_noun","Herodias"
1,"Herodio","proper_noun","Herodion"
39,"hic","adverb","her"
1165,"hic","demonstrative_pronoun","denne"
5,"hiemo","verb","overvintrer"
4,"hiem(p)s","noun","vinter"
3,"Hieremias","proper_noun","Jeremias"
6,"Hiericho","proper_noun","Jeriko"
139,"Hierosolyma","proper_noun","Jerusalem"
1,"Hierosolymitae","noun","Jerusalems indbyggere"
1,"Hiezabel","proper_noun","Jezabel"
1,"hilaris","adjective","munter"
1,"hilaritas","noun","munterhed"
10,"hinc","adverb","herfra"
2,"Hispania","proper_noun","Spanien"
22,"hodie","adverb","i dag"
10,"hodiernus","adjective","daglig"
1,"holocaustoma","noun","brændoffer"
4,"holus","noun","plante"
7,"homicida","noun","manddræber"
9,"homicidium","noun","drab"
512,"homo","noun","mand; menneske"
1,"honestas","noun","ære"
3,"honeste","adverb","ærligt"
4,"honestus","adjective","agtet"
26,"honor","noun","ærer"
1,"honorabilis","adjective","ærefuld"
1,"honoratus","adjective","hædret"
11,"honorifico","verb","priser"
10,"honoro","verb","hædrer"
106,"hora","noun","time"
1,"hordeum","noun","byg"
2,"hordiacius","adjective","af byg"
6,"horreum","noun","lade"
1,"hortor","verb","opfordrer"
1,"hortulanus","noun","havemand"
5,"hortus","noun","have"
8,"hospes","noun","fremmed"
1,"hospitalis","adjective","gæste-"
1,"hospitalitas","noun","gæstfrihed"
4,"hospitium","noun","gæstevenskab"
3,"hospitor","verb","er gæst"
7,"hostia","noun","offerdyr"
20,"huc","adverb","herhen"
1,"humane","adverb","menneskeligt"
2,"humanitas","noun","menneskelighed"
5,"humanus","adjective","menneskelig"
12,"humilio","verb","ydmyger mig"
5,"humilis","adjective","lav"
7,"humilitas","noun","lavhed"
1,"hyacinthinus","adjective","dybblå"
1,"hyacinthus","noun","hyacint"
3,"hydria","noun","urne"
1,"hydropicus","adjective","vattersotig"
3,"hymnus","noun","lovsang"
2,"hypocrisis","noun","hykleri"
17,"hypocrita","noun","hykleri"
1,"hysopum","noun","eddike"
12,"iaceo","verb","ligger"
3,"iacio","verb","kaster"
65,"Iacob","proper_noun","Jakob"
8,"iacto","verb","kaster"
1,"iactura","noun","bortkastelse"
2,"iactus","noun","kasten"
2,"Iairus","proper_noun","Jairus"
101,"iam","adverb","nu; allerede"
1,"ianitor","noun","portner"
1,"Iannae","proper_noun","Jannaj"
18,"ianua","noun","dør"
1,"Iared","proper_noun","Jered"
5,"Iason","proper_noun","Jason"
4,"iaspis","noun","jaspis"
78,"ibi","adverb","hvor"
5,"Iconium","proper_noun","Ikonion"
1,"ictus","noun","slag"
47,"idem","demonstrative_pronoun","samme; den samme"
40,"ideo","adverb","derfor"
4,"idiota","noun","lægmand"
1,"idolatra","noun","afgudsdyrker"
1,"idolatria","noun","afgudsdyrkelse"
1,"idolium","proper_noun","afgudstempel"
1,"idolothytum","noun","afgudsofferkød"
2,"idolothytus","adjective","dyrkende afguder"
18,"idolum","noun","afgud"
2,"idoneus","adjective","bekvem"
1,"Idumea","proper_noun","Idumæa"
2,"Iechonias","proper_noun","Jekonja"
2,"ieiunatio","noun","fasting"
6,"ieiunium","noun","faste"
20,"ieiuno","verb","faster"
3,"ieiunus","adjective","fastende; sulten"
5,"Iesse","proper_noun","Isaj"
857,"Iesus","proper_noun","Jesus"
51,"igitur","adverb","altså"
2,"igneus","adjective","af ild"
1,"ignio","verb","sætter ild til"
65,"ignis","noun","ild"
3,"ignobilis","adjective","ubekendt"
3,"ignobilitas","noun","ubekendthed"
2,"ignominia","noun","tab"
4,"ignorantia","noun","uvidenhed"
25,"ignoro","verb","kender ikke"
4,"ignotus","adjective","fremmed"
1,"ilico","adverb","her; straks"
1639,"ille","demonstrative_pronoun","denne"
19,"illic","adverb","derhen"
2,"illido","verb","slår"
1,"illo","adverb","dertil"
11,"illuc","adverb","derhen"
2,"illucesco","verb","skinner"
11,"illudo","verb","håner"
2,"illuminatio","noun","lys"
10,"illumino","verb","oplyser"
1,"illustratio","noun","oplysning"
1,"Illyricum","proper_noun","Illyrien"
21,"imago","noun","billede"
1,"imbecillis","adjective","svag"
1,"imbecillitas","noun","svaghed"
1,"imber","noun","regn"
6,"imitator","noun","efterligner"
2,"imitor","verb","eftergør"
3,"immaculatus","adjective","ubesmittet"
2,"immensus","adjective","umålelig"
2,"immineo","verb","rager frem "
2,"immitto","verb","kaster"
3,"immo","adverb","jo"
3,"immobilis","adjective","ubevægelig"
1,"immolaticius","adjective","hellig"
10,"immolo","verb","ofrer"
2,"immortalitas","noun","udødelighed"
9,"immunditia","noun","urenlighed"
30,"immundus","adjective","smudsig"
3,"immuto","verb","forandrer"
1,"impaenitens","adjective","ubodfærdig"
1,"imparatus","adjective","uforberedt"
1,"impedimentum","noun","hindring"
3,"impedio","verb","indvikler"
2,"impendo","verb","bekoster"
1,"imperitus","adjective","uerfaren"
3,"imperium","noun","befaling"
11,"impero","verb","befaler"
1,"impertio","verb","meddeler"
7,"impetus","noun","angreb"
1,"impie","adverb","ugudelig"
3,"impietas","noun","ugudelighed"
1,"impingo","verb","støder"
5,"impius","adjective","ugudelig"
77,"impleo","verb","opfylder"
42,"impono","verb","sætter på"
1,"importabilis","adjective","uoverkommelig"
1,"importune","adverb","voldsomt"
1,"importunus","adjective","voldsom"
1,"impositio","noun","pålæggelse"
8,"impossibilis","adjective","umulig"
1,"improbitas","noun","uredelighed; moralsk slethed"
1,"improperium","noun","spot"
2,"impropero","verb","håner"
2,"imprudens","adjective","uklog"
4,"impudicitia","noun","ukyskhed"
1,"impudicus","adjective","utugtig"
4,"imputo","verb","tilregner"
3784,"in","preposition","i"
1,"inambulo","verb","spadserer"
13,"inanis","adjective","tom"
1,"inaquosus","adjective","øde"
1,"inauro","verb","forgylder"
1,"incedo","verb","træder frem"
2,"incendium","noun","brand"
1,"incendo","verb","stikker i brand"
5,"incensum","noun","offring"
2,"incertus","adjective","usikker"
5,"incido","verb","falder"
28,"incipio","verb","begynder"
1,"incircumcisus","adjective","uomskåret"
1,"incito","verb","vækker"
7,"inclino","verb","hælder"
1,"includo","verb","indelukker"
1,"incola","noun","indbygger"
1,"incompositus","adjective","upålidelig"
1,"incomprehensibilis","adjective","uransagelig"
1,"inconsutilis","adjective","uden sammensyninger"
1,"incontaminatus","adjective","ren"
1,"incontinentia","noun","afholdenhen"
2,"incorruptela","noun","uforgængelig"
1,"incorruptibilis","adjective","uforgængelig"
3,"incorruptio","noun","uforgængelighed"
2,"incorruptus","adjective","ufordærvet"
1,"incrasso","verb","dækker med fedt"
3,"incredibilis","adjective","utrolig"
10,"incredulitas","noun","vantro"
8,"incredulus","adjective","vantro"
3,"incrementum","noun","vækst"
18,"increpo","verb","larmer"
1,"incresco","verb","vokser frem"
2,"incumbo","verb","lægger ned"
1,"incurvo","verb","krummer"
38,"inde","adverb","derfra"
2,"indemnatus","adjective","udømt"
6,"indico I","verb","angiver"
1,"indico II","verb","forkynder"
9,"indigeo","verb","mangler"
4,"indignatio","noun","harme"
4,"indigne","adverb","uværdigt"
7,"indignor","verb","harmes"
2,"indignus","adjective","uværdig"
10,"induco","verb","leder ind"
1,"indulgentia","noun","overbærenhed"
22,"induo","verb","ifører"
3,"induro","verb","gør hård"
4,"inebrio","verb","beruser"
2,"inenarrabilis","adjective","usigelig"
3,"ineo","verb","går ind"
2,"inexcusabilis","adjective","uundskyldelig"
4,"inexstinguibilis","adjective","uudslukkelig"
1,"infamia","noun","vanry"
9,"infans","noun","barn"
1,"infantia","noun","barndom"
1,"infelicitas","noun","ulykke"
1,"infelix","adjective","ulykkelig"
1,"infernus","adjective","underjordisk"
8,"infernus","noun","nedre"
6,"infero","verb","bærer hen"
1,"inferus","adjective","underjordisk"
3,"inferus","noun","dødsriget"
18,"infidelis","adjective","troløs"
22,"infirmitas","noun","svaghed"
15,"infirmo","verb","svækker"
40,"infirmus","adjective","svag"
1,"inflatio","noun","opblæsning"
7,"inflo","verb","blæser "
1,"infra","adverb","nedentil,"
1,"infringo","verb","brækker"
3,"infructuosus","adjective","frugtesløs"
1,"infundo","verb","indgyder"
4,"ingemesco","verb"," sukker "
1,"ingemo","verb","sukker"
1,"ingenitus","adjective","indplanter"
1,"ingratus","adjective","ubehagelig"
1,"ingravo","verb","gør tungere"
30,"ingredior","verb","drager ind"
14,"inhabito","verb","bebor"
1,"inhonestus","adjective","uhæderlig"
2,"inhonoro","verb","vanærer"
7,"inicio","verb","kaster"
1,"inimica","noun","uven; uveninde"
4,"inimicitia","noun","fjenskab"
1,"inimicus","adjective","uvenlig"
28,"inimicus","noun","uven; fjende"
27,"iniquitas","noun","ujævnhed"
11,"iniquus","adjective","ulig"
23,"initium","noun","begyndelse; indgang"
10,"iniuria","noun","uretfærdighed"
3,"iniustitia","noun","uretfærdighed"
3,"iniustus","adjective","uretfærdig"
3,"innocens","adjective","uskadelig"
2,"innotesco","verb","bliver bekendt"
3,"innuo","verb","vinker"
2,"innuptus","adjective","ugift"
1,"inoboediens","adjective","ulydige"
2,"inoboedientia","noun","ulydighed"
2,"inoperor","verb","virker i"
3,"inopia","noun","nød"
1,"inordinate","adverb","uordnet"
8,"inquam","verb","siger"
1,"inquiete","adverb","uroligt"
1,"inquieto","verb","foruroliger"
2,"inquietus","adjective","urolig"
1,"inquinamentum","noun","snavs"
2,"inquino","verb","besudler"
4,"inquiro","verb","opsøger"
1,"inquisitio","noun","undersøgelse"
1,"insania","noun","afsindighed"
6,"insanio","verb","er afsindig"
3,"inscribo","verb","på skriver"
2,"inscriptio","noun","indskrift"
1,"insensatus","adjective","urationel"
4,"insero I","verb","sår ind"
3,"insero II","verb","føjer"
7,"insidiae","noun","baghold"
1,"insidiator","noun","spion"
3,"insidior","verb","ligger i baghold"
1,"insigne","noun","betegnet"
1,"insignis","adjective","betegnet"
1,"insilio","verb"," springer ind"
1,"insinuo","verb","bringer"
12,"insipiens","adjective","uklog"
4,"insipientia","noun","uforstandighed"
1,"insisto","verb","stiller mig på"
1,"inspiratio","noun","giver liv"
1,"inspiro","verb","blæser i"
1,"instabilis","adjective","usikker"
3,"instantia","noun","nærværelse"
2,"instauro","verb","foranstalter"
1,"instita","noun","bort"
1,"instituo","verb","opstiller"
9,"insto","verb","står i"
4,"instruo","verb","føjer"
1,"insufflo","verb","puster op"
9,"insula","noun","ø"
1,"insulsus","adjective","ikke saltet"
1,"insuper","adverb","ovenpå"
2,"insurgo","verb","rejser mig"
2,"integer","adjective","uskadt"
6,"intellectus","noun","forståelse"
1,"intellegentia","noun","forestilling"
40,"intellego","verb","forstår"
10,"intendo","verb","spænder"
64,"inter","preposition","mellem"
1,"interea","adverb","i mellemtiden"
1,"intereo","verb","går imellem"
38,"interficio","verb","dræber"
2,"interimo","verb","tager bort"
3,"interior","adjective","indre"
8,"interitus","noun","tab"
5,"intermissio","noun","afbrydelse"
3,"interpello","verb","adbryder"
1,"interpres","noun","fortolker"
2,"interpretatio","noun","fortolkning"
16,"interpretor","verb","fortolker"
2,"interrogatio","noun","spørgsmål"
94,"interrogo","verb","spørger"
1,"intersum","verb","er imellem"
1,"intervallum","noun","mellemrum"
5,"intinguo","verb","dypper"
17,"intra","preposition","indenfor"
1,"intrinsecus","adverb","indvendigt"
4,"intro","adverb","ind i "
98,"intro","verb","går ind"
5,"introduco","verb","fører ind"
72,"introeo","verb","går ind"
2,"introgredior","verb","går ind"
2,"introitus","noun","indgang"
15,"intueor","verb","beskuer"
16,"intus","adverb","indefra"
1,"inundatio","noun","oversvømmelse"
1,"inunguo","verb","indsmører"
5,"inutilis","adjective","unyttig"
2,"invado","verb","går ind"
3,"invalesco","verb","bliver stærk"
167,"invenio","verb","finder"
1,"inventor","noun","opfinder"
2,"investigabilis","adjective","uberegnelig"
72,"invicem","adverb","går ind"
1,"invideo","verb","misunder"
6,"invidia","noun","misundelse"
3,"invisibilis","adjective","usynlig"
9,"invito","verb","inviterer"
1,"invitus","adjective","ugerne; uvillig"
12,"invoco","verb","påkalder"
7,"involvo","verb","vælter"
2,"Ioatham","proper_noun","Jotam"
1,"Ioda","proper_noun","Joda"
4,"Iohanna","proper_noun","Johanan"
134,"Iohannes","proper_noun","Johannes"
1,"Iohel","proper_noun","Joel"
1,"Iona","proper_noun","Juda"
9,"Ionas","proper_noun","Jonas"
10,"Ioppe","proper_noun","Joppe"
2,"Ioram","proper_noun","Joram"
15,"Iordanes","proper_noun","Jordan"
1,"Iorim","proper_noun","Jorim"
2,"Iosaphat","proper_noun","Joshafat"
1,"Iosech","proper_noun","Josek"
36,"Ioseph","proper_noun","Josef"
2,"Iosias","proper_noun","Josija"
1,"iota","noun","jota"
265,"ipse","demonstrative_pronoun","selv"
302,"ipse","personal_pronoun","selv"
40,"ira","noun","vrede"
4,"iracundia","noun","hidsighed"
1,"iracundus","adjective","vred"
9,"irascor","verb","bliver vred"
2,"iris","noun","regnbuen"
1,"irreprehensibilis","adjective","ukritiserbar"
4,"irrideo","verb","spotter"
1,"irrito","verb","pirrer"
3,"irritus","adjective","forgæves"
5,"irruo","verb","styrter"
28,"is","demonstrative_pronoun","denne"
3120,"is","personal_pronoun","denne"
16,"Isaac","proper_noun","Isak"
62,"Israel","proper_noun","Israel"
9,"Israelitae","noun","israeliter"
3,"Israhel","proper_noun","Israel"
1,"Issachar","proper_noun","Issakar"
125,"iste","demonstrative_pronoun","denne der"
126,"ita","adverb","således"
3,"Italia","proper_noun","Italien"
1,"Italica","proper_noun","italisk"
51,"itaque","adverb","derfor"
11,"iter","noun","rejse"
1,"iterato","adverb","igen; for anden gang"
110,"iterum","adverb","igen"
1,"Iturea","proper_noun","Ituræa "
32,"iubeo","verb","befalder"
1,"iucunditas","noun","behagelighed"
1,"iucundo","verb","behager"
6,"Iuda","proper_noun","Juda"
1,"Iudaea","noun","Judæa"
46,"Iudaea","proper_noun","Judæa"
174,"Iudaei","noun","jøder"
12,"Iudaeus","adjective","jødisk"
1,"iudaice","adverb","på jødisk"
1,"iudaicus","adjective","jødisk"
1,"iudaizo","verb","er jøde"
36,"Iudas","proper_noun","Judas"
15,"iudex","noun","dommer"
58,"iudicium","noun","døm"
102,"iudico","verb","dømmer"
6,"iugum","noun","åg"
1,"Iulia","proper_noun","Julia"
2,"Iulius","proper_noun","Julius"
3,"iumentum","noun","trækdyr"
2,"iunctura","noun","sammenføjning"
5,"iungo","verb","forbinder"
1,"Iunius","adjective","Junias"
3,"Iuppiter","proper_noun","Jupitor"
4,"iuramentum","noun","ed"
21,"iuro","verb","sværger"
3,"ius","noun","ret"
1,"iussus","noun","befaling"
3,"iuste","adverb","retfærdigt"
7,"iustificatio","noun","retfærdiggør"
32,"iustifico","verb","retfærtdigør"
71,"iustitia","noun","retfærdighed"
62,"iustus","adjective","retfærdig"
2,"Iustus","proper_noun","Justus"
6,"iuvenis","adjective","ung mand"
3,"iuventus","noun","ungdom"
3,"iuxta","adverb","ved siden af"
20,"iuxta","preposition","ved siden af"
1,"justifico","verb","retfærdiggør"
4,"labium","noun","læbe"
13,"labor","noun","arbejde"
21,"laboro","verb","arbejder"
3,"lac","noun","mælk"
8,"lacrima","noun","tåre"
1,"lacrimor","verb","græder"
2,"lacto","verb","dier"
4,"lacus","noun","bassin"
6,"laedo","verb","slår"
1,"laetifico","verb","gør glad"
1,"laetitia","noun","glæde"
6,"laetor","verb","glæder mig"
1,"lagona","noun","krukke"
1,"lama","foreign_word","lama"
1,"Lamech","proper_noun","Lemek"
3,"lamento","verb","synger klagesang"
1,"lampada","noun","lampe"
6,"lampas","noun","fakkel"
1,"lana","noun","uld"
1,"lancea","noun","lanse"
1,"lanciarius","noun","lanse"
2,"langueo","verb","er mat"
1,"languesco","verb","bliver mat"
3,"languidus","adjective","mat"
10,"languor","noun","mathed"
1,"lanterna","noun","lygte"
2,"Laodica","proper_noun","Laodikea"
1,"Laodicea","proper_noun","Laodikea"
3,"lapideus","adjective","af sten"
15,"lapido","verb","stener"
58,"lapis","noun","sten"
4,"laqueus","noun","slynge"
2,"lateo","verb","er skjult"
2,"Latine","adverb","på latin"
1,"Latinus","adjective","latinsk"
4,"latitudo","noun","bredde"
17,"latro","noun","røver; bandit"
1,"latus","adjective","bred"
5,"latus","noun","side"
13,"laudo","verb","roser"
12,"laus","noun","ros"
2,"lavacrum","noun","bad"
26,"lavo","verb","vasker"
3,"laxo","verb","udvider"
15,"Lazarus","proper_noun","Lazarus"
2,"lectio","noun","udvalg"
1,"lectulus","noun","seng"
11,"lectus","noun","seng"
4,"legatio","noun","gesandtskab"
1,"legio","noun","legion"
3,"Legio","proper_noun","Legio"
1,"legislatio","noun","lovgivning"
1,"legitimus","adjective","lovbestemt"
30,"lego","verb","samler"
1,"lema","foreign_word","lemá"
1,"lenis","adjective","blød"
7,"leo","noun","løve"
4,"lepra","noun","spedalskhed"
9,"leprosus","adjective","spedalsk"
6,"Levi","proper_noun","Levi"
2,"levis","adjective","let"
1,"levitas","noun","lethed"
3,"Levites","noun","levit"
14,"levo","verb","løfter"
186,"lex","noun","lov"
4,"libellus","noun","lille bog"
6,"libenter","adverb","gerne"
17,"liber","adjective","fri"
44,"liber","noun","bog"
20,"libero","verb","frigiver"
7,"libertas","noun","frihed"
1,"libertinus","adjective","af en frigiven"
1,"libertus","noun","frigiven"
2,"libra","noun","vægt"
1,"licentia","noun","frihed"
1,"licet","adverb","tilladt"
2,"licet","subjunction","selvom"
32,"licet","verb","er muligt"
2,"lictor","noun","retstjener"
1,"ligneus","adjective","træ-"
14,"lignum","noun","træ"
13,"ligo","verb","binder"
2,"lilium","noun","lilje"
1,"lingo","verb","slikker"
51,"lingua","noun","sprog; tunge"
1,"lino","verb","besmører"
4,"linteamen","noun","linned"
5,"linteum","noun","linned"
1,"linum","noun","hør"
1,"Linus","proper_noun","Linus"
1,"Lithostrotus","proper_noun","Stenbroen"
1,"litigiosus","adjective","omstridt"
2,"litigo","verb","trættes"
14,"littera","noun","bogstav"
6,"litus","noun","kyst"
4,"loco","verb","stiller"
3,"loculus","noun","æske"
1,"locuples","adjective","rig"
3,"locupleto","verb","beriger"
94,"locus","noun","sted"
4,"locusta","noun","græshoppe"
3,"longanimitas","noun","tålmodighed"
29,"longe","adverb","langt"
1,"longevus","adjective","bedaget"
2,"longinquus","adjective","lang"
3,"longitudo","noun","længde"
1,"longus","adjective","lang"
3,"loquela","noun","tale"
270,"loquor","verb","taler"
5,"lorica","noun","panser"
1,"lorum","noun","rem"
3,"Loth","proper_noun","Lot"
2,"Lucas","proper_noun","Lucas"
9,"luceo","verb","lyser"
13,"lucerna","noun","lampe"
1,"lucesco","verb","begynder at lyse"
5,"lucidus","adjective","lys"
2,"Lucius","proper_noun","Lucius"
8,"lucror","verb","profiterer"
9,"lucrum","noun","fordel"
5,"luctus","noun","sorg"
2,"ludo","verb","spiller"
8,"lugeo","verb","søger"
6,"lumbus","noun","lænd; hofte"
26,"lumen","noun","lys"
1,"luminarium","noun","himmellys"
9,"luna","noun","måne"
1,"lunaticus","adjective","månesyg"
6,"lupus","noun","ulv"
1,"luscus","adjective","enøjet"
6,"lutum","noun","snavs"
38,"lux","noun","lys"
4,"luxuria","noun","umådelighed; overdådighed"
1,"luxuriose","adverb"," udsvævende"
1,"Lybia","proper_noun","Libyen"
1,"Lycaonia","proper_noun","Lykaonien,"
1,"Lycaonice","adverb","på lykaonisk"
1,"Lycia","proper_noun","Lykien"
3,"Lydda","proper_noun","Lydda"
2,"Lydia","proper_noun","Lydia"
1,"Lysanias","proper_noun","Lysanias"
2,"Lysias","proper_noun","Lysias"
6,"Lystra","proper_noun","Lystra"
1,"Maath","proper_noun","Mahat"
4,"Macedo","noun","fra Makedonien"
1,"Macedones","noun","makedoner"
21,"Macedonia","proper_noun","Makedonien"
1,"macellum","noun","kødtorv"
1,"maceria","noun","hegn"
1,"macto","verb","ofrer"
3,"macula","noun","plet"
1,"maculo","verb","besudler"
1,"Madiam","proper_noun","Midjan"
1,"maereo","verb","sørger"
2,"maestus","adjective","sørgmodig"
12,"Magdalene","proper_noun","Magdalene"
1,"Magedan","proper_noun","Magadan"
1,"magice","noun","magisk"
77,"magis","adverb","mere"
52,"magister","noun","lærer"
12,"magistratus","noun","embede"
1,"magnalia","noun","storværk"
17,"magnifico","verb","højagter"
3,"magnitudo","noun","størrelse"
247,"magnus","adjective","stor"
1,"Magog","proper_noun","Magog"
7,"magus","noun","troldmand"
11,"maiestas","noun","højhed; majestæt"
1,"Malchus","proper_noun","Malkus"
18,"male","adverb","dårligt"
14,"maledico","verb","forbander"
1,"maledictio","noun","forhånelse"
2,"maledictum","noun","forhånelse"
2,"maledicus","adjective","bagtalerisk"
1,"malefactor","noun","forbryder"
1,"Malelehel","proper_noun","Mahalal'el"
1,"malignitas","noun","ondskab"
4,"malignus","adjective","ondskabsfuld"
6,"malitia","noun","ondskabsfuld"
1,"malum","noun","onde"
101,"malus","adjective","ond"
1,"mamilla","noun","brystvorte"
